,snippet,link,date_published,text,like_count,reply_parent_id,source,cleaned_text,topic
61,Kapitan Nagpumilit bumyahe dahil takot sa demorahe..  nalaman ng VTMS  kaya Pinabalik sila Sa bataan Dun nadali sila ng Alon..<br><br>Tanong bakit binigyan Ng PCG CLEARANCE  alam na masama ang Panahon at habagat na that time..<br><br>Monitored namin sa CH. 16  dahil nagsisigawan na sa radio  habang nalubog...,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxaB7_W-LVSlExgWuR4AaABAg,2024-08-06 15:41:45+00:00,"Kapitan Nagpumilit bumyahe dahil takot sa demorahe..  nalaman ng VTMS  kaya Pinabalik sila Sa bataan Dun nadali sila ng Alon..

Tanong bakit binigyan Ng PCG CLEARANCE  alam na masama ang Panahon at habagat na that time..

Monitored namin sa CH. 16  dahil nagsisigawan na sa radio  habang nalubog...",0,,youtube,kapitan nagpumilit bumyahe dahil takot sa demorahe.. nalaman ng vtms kaya pinabalik sila sa bataan dun nadali sila ng alon.. tanong bakit binigyan ng pcg clearance alam na masama ang panahon habagat na time.. monitor namin sa ch. 16 dahil nagsisigawan na sa radio habang nalubog...,3
62,"Dapat managot Ang mga companya n may ari Ng mga barko n Yan puro pkinabang na lang Ang iniisip mgpayaman,kawawa Ang mga maliliit na tao",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgydtvyP66GdnTTIzL94AaABAg,2024-08-06 15:30:49+00:00,"Dapat managot Ang mga companya n may ari Ng mga barko n Yan puro pkinabang na lang Ang iniisip mgpayaman,kawawa Ang mga maliliit na tao",0,,youtube,"dapat managot ang mga companya n may ari ng mga barko n yan puro pkinabang na lang ang iniisip mgpayaman,kawawa ang mga maliliit na tao",0
63,Kmjs mag senador kanalang iboboto kita..,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugw2ETym79BoeTL0FKd4AaABAg,2024-08-06 15:22:45+00:00,Kmjs mag senador kanalang iboboto kita..,0,,youtube,kmjs mag senador kanalang iboboto kita..,1
64,Iba tlaga ang batas sa pinas pag may kaya ang tagal ng imbestigasyon kahit nanjan na ang kapabyaan ng mga companya pero pag mahihirap kulong kaagad 😢😢,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgyEqh4gl4SGUFd4Kw94AaABAg,2024-08-06 15:17:53+00:00,Iba tlaga ang batas sa pinas pag may kaya ang tagal ng imbestigasyon kahit nanjan na ang kapabyaan ng mga companya pero pag mahihirap kulong kaagad 😢😢,12,,youtube,iba tlaga ang bata sa pinas pag may kaya ang tagal ng imbestigasyon kahit nanjan na ang kapabyaan ng mga companya pero pag mahihirap kulong kaagad 😢😢,3
65,Baka may sumasabutahi sa bansa natin..,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxyeC-h_AwQ-OUMGBx4AaABAg,2024-08-06 15:17:28+00:00,Baka may sumasabutahi sa bansa natin..,0,,youtube,baka may sumasabutahi sa bansa natin..,4
66,Kung mahihirap ang mga nakasala kulong kaagad pero itoy mga malalaking companya kailangan pa ng imbestigasyon? E klaro na ang kapabayaan ng mga companyang yan 😒,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwzmHtLvy_REHyAja54AaABAg,2024-08-06 15:15:49+00:00,Kung mahihirap ang mga nakasala kulong kaagad pero itoy mga malalaking companya kailangan pa ng imbestigasyon? E klaro na ang kapabayaan ng mga companyang yan 😒,0,,youtube,kung mahihirap ang mga nakasala kulong kaagad pero itoy mga malalaking companya kailangan pa ng imbestigasyon? e klaro na ang kapabayaan ng mga companyang yan 😒,3
67,"ung tumakas at di nbigyan ng clearance pero naglayag pa dn, hold them accountable! they should compensate ung mga mangingisdang naapektuhan ang kabuhayan!",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugwnf-hS7oASyT3Kb_V4AaABAg,2024-08-06 15:11:00+00:00,"ung tumakas at di nbigyan ng clearance pero naglayag pa dn, hold them accountable! they should compensate ung mga mangingisdang naapektuhan ang kabuhayan!",0,,youtube,"ung tumakas di nbigyan ng clearance pero naglayag pa dn, hold accountable! compensate ung mga mangingisdang naapektuhan ang kabuhayan!",3
68,Dapat mga ganitong bagay tumutulong ang US navy HINDI yung pakikipag giyera 🙄🙄🙄,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxXnYPULVoOGSw9H8V4AaABAg,2024-08-06 14:28:35+00:00,Dapat mga ganitong bagay tumutulong ang US navy HINDI yung pakikipag giyera 🙄🙄🙄,0,,youtube,dapat mga ganitong bagay tumutulong ang u navy hindi yung pakikipag giyera 🙄🙄🙄,3
69,Nasa senado nnman yan mag tuturuan?? Hahaha,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwVlLbF-0hd_Dno7nR4AaABAg,2024-08-06 14:28:34+00:00,Nasa senado nnman yan mag tuturuan?? Hahaha,0,,youtube,nasa senado nnman yan mag tuturuan?? hahaha,0
70,Kaya hnd Tayo n udlad Kasi kahit ano nangyare xa buhay natin e sisi xa government Kaya hnd Tayo n onlad hnd natin gayahin ang mga katabi natin n bansa puro Tayo paninira,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwXMA42d6KHpWz1jUx4AaABAg,2024-08-06 13:50:59+00:00,Kaya hnd Tayo n udlad Kasi kahit ano nangyare xa buhay natin e sisi xa government Kaya hnd Tayo n onlad hnd natin gayahin ang mga katabi natin n bansa puro Tayo paninira,0,,youtube,kaya hnd tayo n udlad kasi kahit ano nangyare xa buhay natin e sisi xa government kaya hnd tayo n onlad hnd natin gayahin ang mga katabi natin n bansa puro tayo paninira,4
71,Patakan nyo ng JOY,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugy9QLtS8gVi_TsFM-Z4AaABAg,2024-08-06 13:48:39+00:00,Patakan nyo ng JOY,0,,youtube,patakan nyo ng joy,0
72,Ang bagyo at ang mga corrupt n opisyales,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgzfKkEWiiBXjdZj52l4AaABAg,2024-08-06 13:48:29+00:00,Ang bagyo at ang mga corrupt n opisyales,0,,youtube,ang bagyo ang mga corrupt n opisyales,2
73,Ang dapat managot diyan eh yung mga kapitan ng barko.,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgzDjnrXGH3CfqkFLJR4AaABAg,2024-08-06 13:42:28+00:00,Ang dapat managot diyan eh yung mga kapitan ng barko.,0,,youtube,ang dapat managot diyan eh yung mga kapitan ng barko.,0
74,Magtulungan Kasi sanhi Ng kalamidad walang my gus2 Nyan,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxjDpT1ru4UHVfw1GB4AaABAg,2024-08-06 13:28:55+00:00,Magtulungan Kasi sanhi Ng kalamidad walang my gus2 Nyan,0,,youtube,magtulungan kasi sanhi ng kalamidad walang gus2 nyan,1
75,sa ginawa mo na yan mam damay ibang mangingisda kahit wala sa kanila oil spill mga bulastog,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugxdw8z8ltWqCsg3WIl4AaABAg,2024-08-06 13:25:05+00:00,sa ginawa mo na yan mam damay ibang mangingisda kahit wala sa kanila oil spill mga bulastog,0,,youtube,sa ginawa mo na yan mam damay ibang mangingisda kahit wala sa kanila oil spill mga bulastog,0
76,bulastog talaga  damay ung galing sa ibang lugar ginutum mo lal9 mga ibang magdaragat,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxGYrleNn7AlR8bIh14AaABAg,2024-08-06 13:23:45+00:00,bulastog talaga  damay ung galing sa ibang lugar ginutum mo lal9 mga ibang magdaragat,0,,youtube,bulastog talaga damay ung galing sa ibang lugar ginutum mo lal9 mga ibang magdaragat,0
77,Panagutin dapat,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugw2NunVg0Df2e-e8214AaABAg,2024-08-06 13:14:44+00:00,Panagutin dapat,0,,youtube,panagutin dapat,0
78,dito naman sa Batangas lugi ang magbababoy gawa ng ASF..,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugy1Pdem9kHFs6dh0f54AaABAg,2024-08-06 13:07:47+00:00,dito naman sa Batangas lugi ang magbababoy gawa ng ASF..,0,,youtube,dito naman sa batangas lugi ang magbababoy gawa ng asf..,2
79,Petron daw sabi nung matanda sa video,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugzlp-MNrgfS7fRTStR4AaABAg,2024-08-06 13:04:46+00:00,Petron daw sabi nung matanda sa video,0,,youtube,petron daw sabi nung matanda sa video,4
80,Tuwang tuwa naman yung mga galit sa Manila bay. <br>Alam niyo na sino sila. <br>😊,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwD6XmpleFL8S80bz54AaABAg,2024-08-06 13:02:27+00:00,"Tuwang tuwa naman yung mga galit sa Manila bay. 
Alam niyo na sino sila. 
😊",0,,youtube,tuwang tuwa naman yung mga galit sa manila bay. alam niyo na sino sila. 😊,0
81,ano na SMC bingi pa din ba?,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugx4bPS7QbRNOMq_RqN4AaABAg,2024-08-06 12:57:07+00:00,ano na SMC bingi pa din ba?,0,,youtube,ano na smc bingi pa din ba?,1
82,Mamimigay nang ayuda Ang gubyerno sana makarating sa taong naapektuhan nang oils peel Hindi sa bulsa nang mag nanakaw na pulitiko,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxInkxB5mIzOF6lyZR4AaABAg,2024-08-06 12:54:07+00:00,Mamimigay nang ayuda Ang gubyerno sana makarating sa taong naapektuhan nang oils peel Hindi sa bulsa nang mag nanakaw na pulitiko,0,,youtube,mamimigay nang ayuda ang gubyerno sana makarating sa taong naapektuhan nang oil peel hindi sa bulsa nang mag nanakaw na pulitiko,0
83,Kaya pala wag daw Muna komain ng isda,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwFTNqsBKES-6zqr814AaABAg,2024-08-06 12:47:39+00:00,Kaya pala wag daw Muna komain ng isda,0,,youtube,kaya pala wag daw muna komain ng isda,4
84,"Sobrang luma na Kasi, pumapasa para gamitin.",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgzNCiLIbIrgpG2RPtN4AaABAg,2024-08-06 12:41:23+00:00,"Sobrang luma na Kasi, pumapasa para gamitin.",0,,youtube,"sobrang luma na kasi, pumapasa para gamitin.",3
85,"Dapat pinag bayad ng danyos yang may ari ng mga barko sa lahat ng nanjan sa tabing dagat kasi naapectuhan ang hanap buhay nila at kalusugan jan dilikado kasi yang oil spill,,,",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugx4wDECdzIKFRG0IeJ4AaABAg,2024-08-06 12:39:52+00:00,"Dapat pinag bayad ng danyos yang may ari ng mga barko sa lahat ng nanjan sa tabing dagat kasi naapectuhan ang hanap buhay nila at kalusugan jan dilikado kasi yang oil spill,,,",0,,youtube,"dapat pinag bayad ng danyos yang may ari ng mga barko sa lahat ng nanjan sa tabing dagat kasi naapectuhan ang hanap buhay nila kalusugan jan dilikado kasi yang oil spill,,,",3
86,Pera pera lng yan,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgyIhkockKiYK4XOBN94AaABAg,2024-08-06 12:37:24+00:00,Pera pera lng yan,0,,youtube,pera pera lng yan,2
87,"Yung kita sa kanila,, yung perwisyo sa taong bayan at sa tax ng pilipino 🤬🤬🤬tsk tsk tsk",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgyXF4Kq3vKcGNwNwm14AaABAg,2024-08-06 12:10:11+00:00,"Yung kita sa kanila,, yung perwisyo sa taong bayan at sa tax ng pilipino 🤬🤬🤬tsk tsk tsk",0,,youtube,"yung kita sa kanila,, yung perwisyo sa taong bayan sa tax ng pilipino 🤬🤬🤬tsk tsk tsk",1
88,"Nakakayamot manood Ng mga ganto, Ang Tatanga Ng mga ganyan pabaya",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugxp3CXfHmgMuequOXx4AaABAg,2024-08-06 11:56:36+00:00,"Nakakayamot manood Ng mga ganto, Ang Tatanga Ng mga ganyan pabaya",10,,youtube,"nakakayamot manood ng mga ganto, ang tatanga ng mga ganyan pabaya",0
89,2026 malapit na ipanganak yung bagong species ng isda na kumakain ng langis,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwgETQaVP3luPpsZqN4AaABAg,2024-08-06 11:47:43+00:00,2026 malapit na ipanganak yung bagong species ng isda na kumakain ng langis,0,,youtube,2026 malapit na ipanganak yung bagong specie ng isda na kumakain ng langis,0
90,eto dpat ang e modernized ng gobyerno ang mga inter island vessel,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgzH8JK4ty3ldJPV2t14AaABAg,2024-08-06 11:39:01+00:00,eto dpat ang e modernized ng gobyerno ang mga inter island vessel,0,,youtube,eto dpat ang e modernize ng gobyerno ang mga inter island vessel,0
91,Dapat tutukan. Ito ng Governo bgyan cla ng tulong. Apektuhan ang Mangisda. Ang kabuhayan nila 😢,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxruoeZHMMim_WwLEx4AaABAg,2024-08-06 11:32:52+00:00,Dapat tutukan. Ito ng Governo bgyan cla ng tulong. Apektuhan ang Mangisda. Ang kabuhayan nila 😢,0,,youtube,dapat tutukan. ito ng governo bgyan cla ng tulong. apektuhan ang mangisda. ang kabuhayan nila 😢,1
92,Nako PAANO na Yan Ang mangingisda at Ang langis Sana makuha na agad.mamamatay Ang nga isda Niya 😢,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgyO2PpNvlyzbDQAEpJ4AaABAg,2024-08-06 11:32:26+00:00,Nako PAANO na Yan Ang mangingisda at Ang langis Sana makuha na agad.mamamatay Ang nga isda Niya 😢,0,,youtube,nako paano na yan ang mangingisda ang langis sana makuha na agad.mamamatay ang nga isda niya 😢,0
93,Kalokohan! Di parin ako kakain ng isda sa mga susunod na linggo. 😅,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwNYbcYbz9BKQJYpfF4AaABAg,2024-08-06 11:30:21+00:00,Kalokohan! Di parin ako kakain ng isda sa mga susunod na linggo. 😅,0,,youtube,kalokohan! di parin ako kakain ng isda sa mga susunod na linggo. 😅,4
94,Itinago nga ng Panginoon sa ilalim ng dagat or lupa yung langis at diesel kasi alam ng Panginoon na nakakasira yun. Pero ano ginawa ng manga tao kinuha natin manga tao.,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgzssPFs7BNJLvUu2El4AaABAg,2024-08-06 11:29:53+00:00,Itinago nga ng Panginoon sa ilalim ng dagat or lupa yung langis at diesel kasi alam ng Panginoon na nakakasira yun. Pero ano ginawa ng manga tao kinuha natin manga tao.,0,,youtube,itinago nga ng panginoon sa ilalim ng dagat lupa yung langis diesel kasi alam ng panginoon na nakakasira yun. pero ano ginawa ng manga tao kinuha natin manga tao.,0
95,Kapabayaan at mabagal na aksyon sobrang laki ng problema. Dapat pinagbabayad ang may ari ng mga tanker na yan dahil alam nilang may bagyo pero naglayag pa rin sila.,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgyqmHVCnlmifB02ixl4AaABAg,2024-08-06 11:28:56+00:00,Kapabayaan at mabagal na aksyon sobrang laki ng problema. Dapat pinagbabayad ang may ari ng mga tanker na yan dahil alam nilang may bagyo pero naglayag pa rin sila.,2,,youtube,kapabayaan mabagal na aksyon sobrang laki ng problema. dapat pinagbabayad ang may ari ng mga tanker na yan dahil alam nilang may bagyo pero naglayag pa rin sila.,2
96,😢😢😢,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwUcWWpTFBM18xmOtR4AaABAg,2024-08-06 11:19:21+00:00,😢😢😢,0,,youtube,😢😢😢,0
97,Jusmiyo marimar ung claims nmin dito sa Mindoro dpa naibibigay tas ayan na nman my god....,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugzr9a4JmYAOrpTX10J4AaABAg,2024-08-06 11:10:19+00:00,Jusmiyo marimar ung claims nmin dito sa Mindoro dpa naibibigay tas ayan na nman my god....,0,,youtube,jusmiyo marimar ung claim nmin dito sa mindoro dpa naibibigay ta ayan na nman god....,4
98,"Kung sa ibang bansa nangyare ito kulong na agad ang kapitan multa na may community service pa, then magmumulta rin ang company or owner ng barko kasama narin ang charter party, pero syempre iba ang pinas dahil sa korupsyon 😂 PCG giseng paano nakalusot ang owner ng barko at charterer?? Gising pilipinas",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwA0Ev_rqE3VY5meMJ4AaABAg,2024-08-06 10:57:00+00:00,"Kung sa ibang bansa nangyare ito kulong na agad ang kapitan multa na may community service pa, then magmumulta rin ang company or owner ng barko kasama narin ang charter party, pero syempre iba ang pinas dahil sa korupsyon 😂 PCG giseng paano nakalusot ang owner ng barko at charterer?? Gising pilipinas",0,,youtube,"kung sa ibang bansa nangyare ito kulong na agad ang kapitan multa na may community service pa, magmumulta rin ang company owner ng barko kasama narin ang charter party, pero syempre iba ang pinas dahil sa korupsyon 😂 pcg giseng paano nakalusot ang owner ng barko charterer?? gising pilipinas",0
99,Sana yong mga kompanya na mayari ng mga barko nayan singinlin dahil sa ipikto ng oilspell sa dagat kita nila may bagyo nako kawawa nman yong mga magigisda na malapit sa oilspeel,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgzgpI21SACi9maWODJ4AaABAg,2024-08-06 10:36:04+00:00,Sana yong mga kompanya na mayari ng mga barko nayan singinlin dahil sa ipikto ng oilspell sa dagat kita nila may bagyo nako kawawa nman yong mga magigisda na malapit sa oilspeel,0,,youtube,sana yong mga kompanya na mayari ng mga barko nayan singinlin dahil sa ipikto ng oilspell sa dagat kita nila may bagyo nako kawawa nman yong mga magigisda na malapit sa oilspeel,0
100,Sayang mahal na nga ang Lang is tinatapon Lang ano klase utak n mayron cla,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwYxgc5_Amq4trYJ7N4AaABAg,2024-08-06 09:50:45+00:00,Sayang mahal na nga ang Lang is tinatapon Lang ano klase utak n mayron cla,0,,youtube,sayang mahal na nga ang lang tinatapon lang ano klase utak n mayron cla,0
101,Sana ka tulad dini sa oriental Mindoro mabigyan din Ng karampatang kabayaran Ang mga na salanta Ng oilspill kawawa talaga Jan Ang mga mangi2sda😢,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxpKEOpm1Y8rrgUJ8B4AaABAg,2024-08-06 09:48:22+00:00,Sana ka tulad dini sa oriental Mindoro mabigyan din Ng karampatang kabayaran Ang mga na salanta Ng oilspill kawawa talaga Jan Ang mga mangi2sda😢,0,,youtube,sana ka tulad dini sa oriental mindoro mabigyan din ng karampatang kabayaran ang mga na salanta ng oilspill kawawa talaga jan ang mga mangi2sda😢,0
102,Bigyan ng Malaking PARUSA.,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxFWseoyDkPJwSABt94AaABAg,2024-08-06 09:27:37+00:00,Bigyan ng Malaking PARUSA.,1,,youtube,bigyan ng malaking parusa.,2
103,Wala n pbaya n ang Govt officials 😢<br>Nkkaawa ang pinas n,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgzQ8dwJujOlMWQUMp14AaABAg,2024-08-06 09:20:45+00:00,"Wala n pbaya n ang Govt officials 😢
Nkkaawa ang pinas n",0,,youtube,wala n pbaya n ang govt official 😢 nkkaawa ang pinas n,3
104,&quot;Nag boodle fight para patunayang ligtas ang isda nila.&quot; STUPIDITY ON DISPLAY. Get it fucking tested. Hindi magsisilbe ang &quot;wala naman kaming nalalasahang kakaiba.&quot;,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxBQCYH7XKW9ZWZAZl4AaABAg,2024-08-06 09:08:13+00:00,"""Nag boodle fight para patunayang ligtas ang isda nila."" STUPIDITY ON DISPLAY. Get it fucking tested. Hindi magsisilbe ang ""wala naman kaming nalalasahang kakaiba.""",0,,youtube,"""nag boodle fight para patunayang ligtas ang isda nila."" stupidity display. get fuck tested. hindi magsisilbe ang ""wala naman kaming nalalasahang kakaiba.""",4
105,"❤tatlong sasakyang pandagat , dahilan ng malawakang oil spill sa manila bay😊",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgygGYaSUU6-bZw-TAB4AaABAg,2024-08-06 09:01:48+00:00,"❤tatlong sasakyang pandagat , dahilan ng malawakang oil spill sa manila bay😊",0,,youtube,"❤tatlong sasakyang pandagat , dahilan ng malawakang oil spill sa manila bay😊",4
106,Eyyyy tanza cavite amya,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgylXButDQqVx1cVRXF4AaABAg,2024-08-06 08:59:39+00:00,Eyyyy tanza cavite amya,0,,youtube,eyyyy tanza cavite amya,2
107,Sana magkaroon ang pilipinas  ng kagamitan upang maalis ang langis sa tubig ...,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugwx_i0wCWdUThOOdCp4AaABAg,2024-08-06 08:52:17+00:00,Sana magkaroon ang pilipinas  ng kagamitan upang maalis ang langis sa tubig ...,0,,youtube,sana magkaroon ang pilipinas ng kagamitan upang maalis ang langis sa tubig ...,0
108,Dahil sa oil spill.pinagbawal muna pumalaot ung mga taga wawa 3 rosario cavite para na rin hindi makakuha ng isdang may lasang oil..sana magkaroon man lng kahit kunting tulong para sa mga asawa naming manlalaot 🥺🥺🥺panggastos hanggang sa matapos ang pangtatanggal ng oil spill🙏🙏🙏🥺🥺,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugw7AWoJBts6_GIQwTt4AaABAg,2024-08-06 08:45:18+00:00,Dahil sa oil spill.pinagbawal muna pumalaot ung mga taga wawa 3 rosario cavite para na rin hindi makakuha ng isdang may lasang oil..sana magkaroon man lng kahit kunting tulong para sa mga asawa naming manlalaot 🥺🥺🥺panggastos hanggang sa matapos ang pangtatanggal ng oil spill🙏🙏🙏🥺🥺,0,,youtube,dahil sa oil spill.pinagbawal muna pumalaot ung mga taga wawa 3 rosario cavite para na rin hindi makakuha ng isdang may lasang oil..sana magkaroon man lng kahit kunting tulong para sa mga asawa name manlalaot 🥺🥺🥺panggastos hanggang sa matapos ang pangtatanggal ng oil spill🙏🙏🙏🥺🥺,0
109,Hay buhay ang apektado ang maliliit nting mga mngingisda,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugww8NlyZF6KqnpYFLF4AaABAg,2024-08-06 08:39:10+00:00,Hay buhay ang apektado ang maliliit nting mga mngingisda,0,,youtube,hay buhay ang apektado ang maliliit nting mga mngingisda,1
110,Yan kasi overpricing din ibang mangingisda o diba nabibigay nyo naman ng mababa pag wala tlaga nabili,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxiWDSbuVwA0hyM45J4AaABAg,2024-08-06 08:31:41+00:00,Yan kasi overpricing din ibang mangingisda o diba nabibigay nyo naman ng mababa pag wala tlaga nabili,0,,youtube,yan kasi overprice din ibang mangingisda diba nabibigay nyo naman ng mababa pag wala tlaga nabili,0
